Line,Speaker,Text,Date,Party,Location,URL
"109","Christie","the fact is what we need is someon on that stage who ha been test who ha been through it who ha made decis who ha sit in the chair of consequ and can prosecut the case against hillari clinton on","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"111","Christie","that stage and that is exactli what I am readi to do","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"114","Cruz","chri chri I wa mention in that question","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"115","Bush","No you weren t your name wasn t mention ted","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"116","Cruz","actual I wa","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"117","Bush","chri keep it come","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"119","Cruz","chri your question that you","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"121","Cruz","what wa your question","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"125","Cruz","your question wa you have disagre","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"128","Cruz","inaud open statement","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"130","Bush","thank you chri","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"132","Cruz","thi entir question wa an attack but that s inaud","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"134","Bush","well first I wa critic of the senat not give the author for the use of militari forc they should have made it more open end for the next presid We shouldn t have the war fighter have their arm tie behind their back as presid obama want to do but they had a chanc to show support and it wasn t popular at the time It becam popular after the attack in pari and san bernardino now we hear the tough talk prior to that in the reagan librari I gave a detail plan exactli what to do as it relat to isi and it is from the lesson from histori that we do thi becaus if we allow thi to fester we re go to have islam terror multi-gener of it all across thi countri the caliph of isi ha to be destroy which mean we need to arm directli to kurd imb our troop with the iraqi militari re engag with the sunni tribal leader get the lawyer off the damn back of the militari onc and for all","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"136","Bush","have a no fli zone in syria and creat safe zone to deal with the refuge but more importantli to train a sunni-l forc in syria to take out isi with our support","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"138","Bush","ground and air that s what we need to to and I laid that out prior to the crisi with the advic of a lot of peopl includ 12 medal of honor recipi that I m proud that they re support my campaign","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"141","Cruz","chri I would note that that the last four question have been rand pleas attack ted marco pleas attack ted chri pleas attack ted jeb pleas attack ted","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"143","Cruz","let me just say thi","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"145","Cruz","well no no A debat actual is a polici issu but I will say thi gosh if you guy ask one more mean question I may have to leav the stage","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"147","Cruz","chri the most import determin ani voter is go to make in thi elect is who s best prepar to be command in chief who ha the experi who ha the knowledg who ha the judgement who ha the clariti and vision and strength of resolv to keep thi countri safe that is what thi debat is all about and I would suggest let s stay focus on those issu -- rather than just attack direct at each other","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"151","Paul","senat cruz I d like to respond","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"152","Rubio","first of all -- let me go first and then you can pleas recogn rand after","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"154","Rubio","first of all","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"155","Paul","and I d like to respond","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"156","Rubio","do I go -- let me go first and then you can pleas recogn rand after but","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"158","Rubio","first of all","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"160","Paul","thank you marco","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"161","Rubio","first of all I m -- don t worri I m not leav the stage no matter what you ask me","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"163","Rubio","and second of all","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"165","Rubio","and I think -- you know governor -- jeb you -- the attack that -- the author that barack obama ask for wa not against isi It wa against assad and john kerri describ it as attack that would be unbeliev small I don t think the unit state should be engag in symbol militari activ So it wa not against isi it wa against -- it wa against assad I think the unit state militari is oper under rule of engag that are too strict","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"167","Rubio","and that do not allow us to pursu victori when I m presid that will chang","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"170","Paul","thank you the issu in syria s a veri import one and it s one we need to get right the question is should we be bomb both side of the war some want to toppl assad In fact they want to bomb isi and assad simultan I think that s a realli realli bad idea In fact I ve said for sever year that arm the alli of isi will make the situat wors that what we realli need to do is defeat isi but if you defeat assad what you will wind up with is a larger and more power isi that occupi that space you might -- you may well see an isi that take over all of syria","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"172","Kasich","chri","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"174","Kasich","there wa a question about foreign polici by the way and experi and I -- I thought if I didn t jump in I might not be abl to tell everybodi thi I think they d want to hear it look I serv on","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"180","Kasich","but wait a minut","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"182","Kasich","the onli reason is -- look","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"184","Kasich","OK","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"186","Kasich","I ve alway listen to you megyn Go ahead","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"188","Kasich","ye -- thank you","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"190","Rubio","megyn that s the problem radic muslim and radic islam is not just hate talk It s hate action they blow peopl up look what they did in san bernardino look at the attack they inspir in philadelphia that the white hous still refus to link to terror where a guy basic shot a polic offic three time He told the polic I did it becaus I wa inspir by isi and to thi day the white hous still refus to acknowledg it had anyth to do with terror look the threat we face from isi is unpreced there ha never been a jihadist group like thi they have affili in over a dozen countri now they are the best fund radic jihadist group in the histori of the world and they have shown a sophist understand of the law of other countri on how to insert fighter into place and they are activ plot to attack us here at home and around the world We must keep america safe from thi threat and ye when I am presid of the unit state if there is some place in thi countri where radic jihadist are plan to attack the unit state we will go after them wherev they are and if we captur them aliv they are go to guantanamo","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"192","Paul","inaud","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"195","Paul","yeah no I think that s a -- that s a huge mistak to be close down mosqu but I would say that if you want to defend the countri it begin with border secur and thi is where I ve had my disagr with senat rubio when he brought forward the gang of eight bill to give citizenship to those who came here illeg I put forward an amend that say we should have more scrutini on those who are come as student those who are come as immigr those who are come as refuge becaus we had two refuge come to my town in bowl green and tri to attack us marco oppos thi becaus they made a deal He made a deal with chuck schumer that he would oppos ani conserv amend and I think that s a mistak and I just don t think marco can have it both way you can t be in favor of defend us","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"197","Paul","against islam -- radic islam -- if you re not for border secur","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"198","Rubio","might I respond","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"200","Rubio","the first thing -- I don t know of anyon who s not in favor of fulli vet peopl that are tri to come into thi countri other than perhap barack obama and hillari clinton I think we all support that rand s amend wa not the right way to do it I do believ that peopl who are tri to come to the unit state -- thi countri ha a right to know who they are and whi they are come and that s whi I ve been clear when I am the presid of the unit state of america we don t know who you are and we don t know whi you re tri to come to the unit state you are not go to get in becaus the radic threat that we now face from isi is extraordinari and unpreced","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"202","Rubio","and when I m presid we are keep isi out of america","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"206","Christie","talk about what I","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"208","Christie","well becaus you can do it without profil megyn when you do it on the fact what those fact knew wa that these folk had weapon they knew that they were talk about tri to take our countri and attack it that s not profil that s law enforc and that s the differ between somebodi who know how to do thi and somebodi who s never done it befor","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"210","Christie","they knew they were talk about the issu of attack peopl megyn they knew that","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"213","Christie","listen I think that what peopl should do is use their common sens and the fact is let law enforc make those decis I ve told peopl that from the time I wa U S attorney 13 year ago It s not for them to make those decis about whether or not someth is legal or illeg or profil or not you see someth that s suspici you call law enforc and let law enforc make those decis that s what should be done that can be done that can be done without profil peopl what that is is just common sens they thought someth wa wrong and here s the problem in thi countri right now the problem is that barack obama ha made law enforc the enemi hillari clinton ha made law enforc the enemi they re not support our law enforc offic it s make everybodi nervou to get out of their car if you re a law enforc offic It s make","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"215","Christie","everybodi nervou to get out of their car if you re a law enforc offic","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"217","Christie","It s make peopl in neighborhood nervou to go to law enforc As presid I will support law enforc and we ll stop radic terrorist attack in thi countri by support our intellig commun and law enforc commun","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"220","Carson","well I don t know about the gop messag but I can tell you about my messag you know need to stop allow polit correct to dictat our polici becaus it s go to kill us if we don t","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"222","Carson","and in the holi land foundat trial in 2006 in texa they had a memorandum an explanatori memorandum that talk about the fact that american would be easi to overcom and to commit civil jihad becaus they were go to be tri to protect the right of the veri peopl who were tri to subvert them but I believ in the teddi roosevelt philosophi teddi roosevelt said we are a nation of immigr As such everybodi is welcom from ani race ani countri ani religion if they want to be american If they want to accept our valu and our law If not they can stay where they are","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"225","Kasich","well look the joint terror task forc need resourc and tool and those are made up of the fbi state and local law enforc and megyn it s best not to talk anymor about back door and encrypt it will get solv but it need to be solv in the situat of the white hous with the technolog folk","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"227","Kasich","but I just have to tell you that it s best with some of these thing not be said now I want to go back someth see I wa there when reagan rebuilt the militari I wa there in 89 when the wall came tumbl down becaus we were strong and I wa there when we went into the gulf war We didn t win that war just from the air we won that war by assembl a group of arab leader who stood in the rose garden and stood with america We want to destroy isi it ha to be in the air and on the ground It ha to be with our friend in the arab world and our friend in europ the coalit that we had when we went to the first gulf war and then when we win that and we will win that against isi as it settl down and we should leav becaus we shouldn t be policemen of the world but what we need to do is turn it over to the region power to be abl to handl that","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"228","Kasich","but we have a uniqu time in america to connect with peopl all around the world that understand that there s an existenti threat against all of them the arab the jordanian the saudi the egyptian our friend in europ includ the turk So we have a uniqu opportun to bring everybodi togeth I saw reagan do it I ve seen other presid do it and frankli if you want to be command in chief you have to have the experi At the same time we re do all that the pentagon must be reform so we get what we need for our men and women in uniform all of that togeth we re go to be just fine and america is go to continu to lead the world","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"232","Bush","Of cours and there s all sort of way that can be done at the state local and feder level to do that but the first duti of the next presid of the unit state is to fix the mess at the depart of veteran affair that s hi first respons","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"234","Bush","look we have wait list for veteran that are -- that are leav becaus of the sequest where we re gut the militari more and more militari personnel are leav becom veteran and the wait list grow they ve given out 140 million of bonus to veteran depart employe includ reduc the wait list without give veteran care peopl die and onli three peopl have been fire I will make sure that we fire the sheer incompet insid the depart of veteran affair and then we ll give veteran a choic card so that they don t have to travel hour and hour to get care if they want to go to their privat provid you want to make the veteran administr do a better job give them -- give veteran choic and you ll get a much better result and as it relat to all the other organ let me give you a good exampl In houston texa there s an organ in place becaus someon act on their heart want to make sure that there s no homeless veteran in houston and they ve come pretti close to that without feder govern assist We need to mobil the entir countri to treat our veteran and treat them with much more respect than they get today","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"240","Paul","you know I ve support legisl to allow bodi camera I ve been to ferguson I ve been tri to look for solut to our crimin justic problem one thing I discov in ferguson wa that a third of the budget for the citi of ferguson wa be reap by civil fine peopl were just be fine to death now you and I and mani of the peopl in thi audienc if we get a 100 fine we can surviv it If you re live on the edg of poverti and you get a 100 fine or your car tow a lot of time you lose your job I also think the war on drug ha disproportion affect our african-american commun and what we need to do is make sure that the war on drug is equal protect under the law and that we don t unfairli incarcer anoth gener of young african-american male In ferguson for everi 100 african-american women there are onli 60 african-american men drug use is about equal between white and black but our prison -- three out of four peopl in prison are black or brown I think someth ha to chang I think it s a big thing that our parti need to be part of and I ve been a leader in congress on tri to bring about crimin justic reform","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"248","Christie","ye you want one","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"252","Christie","how about one that I ve done in new jersey for the last six year that s get rid of plan parenthood fund from the unit state of america","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"255","Christie","bigger than that let me tell you someth when you see thousand upon thousand upon thousand of children be murder in the womb I can t think of anyth better than that","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"258","Cruz","sure well let s take it one at a time first of all we have seen now in six year of obamacar that it ha been a disast It is the biggest job-kil in thi countri million of american have lost their job have been forc into part-tim work have lost their health insur have lost their doctor have seen their premium skyrocket If I m elect presid we will repeal everi word of obamacar","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"260","Cruz","now onc that is done everyon agre we need healthcar reform It should follow the principl of expand competit empow patient and keep govern from get in between us and our doctor three specif reform that reflect those principl number one we should allow peopl to purchas health insur across state line that will creat a true 50-state nation marketplac which will drive down the cost of low-cost catastroph health insur number two we should expand health save account so peopl can save in a tax-advantag way for more routin healthcar need and number three we should work to de-link health insur from employ so if you lose your job your health insur goe with you and it is person portabl and afford and I ll tell you bret I think that s a much more attract vision for healthcar than the washington-dr top-down obamacar that is caus so mani million of peopl to hurt","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"263","Bush","No they shouldn t and I believ that puerto rico ought to have the right of self-determin If I wa a puerto rican I d vote for statehood so that they have full citizenship they serv in the militari they would have to pay feder tax they would -- they would accept the respons of full U S citizenship but they should have the right of determin -- self-determin befor you get to that though puerto rico is go to have to deal with the structur problem they face you know it s -- it s a fact that if you can pay for a 79 one-way ticket to orlando and you can escap the challeng of a declin economi and high crime rate you move to orlando and a lot of peopl are do that and the spiral out-of- control requir puerto rico to make structur reform the feder govern can play a role in allow them to do that but they should not -- the process of statehood or the statu of puerto rico won t be solv until we get to the bigger issu of how you deal with the structur econom problem they re face right now","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"265","Kasich","well you ve got to be on top of it right away and you know I don t know all the detail of what rick snyder ha done I know there have been peopl who have been fire peopl who are be held account but the fact is everi singl engin of govern ha to move when you see a crisi like that and I ve had mani situat in the state of ohio where we ve had to move whether it s storm whether it wa a horribl school shoot there are mani crise that come -- a water crisi in toledo you ve got to be on top of it you ve got to go the extra mile you ve got to work with local commun and you ve got to work with the feder govern becaus you realiz that peopl depend on you and so you go the extra mile but peopl have to be alert they have to be alert to problem and when you see a problem you must act quickli to get on top of it and peopl at home are say they ve got a problem listen to them becaus most of the time they re absolut correct So the fact is that we work for the peopl the peopl don t work for us and we have to have an attitud when we re in govern of serving-hood that s what realli matter We serv you you don t serv us We listen to you and -- and then we act","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"268","Rubio","well bret first that s not entir the stori At the time the liber governor of florida who claim he wa a republican -- hi name wa charli crist -- he want to impos cap-and-trad on florida and I oppos it I wa the first person out of the box that oppos him on it and then we saw that the lead candid for presid at the time both the republican and the democrat all support it and what we said is if they re go to impos thi on us we better prepar to protect the state from it but I have never support cap- and-trad and I never thought it wa a good idea and I wa clear about that at the time and I do not believ it s a good idea now I do not believ that we have to destroy our economi in order to protect our environ and especi what these program are ask us to pass that will do noth to help the environ but will be devast for our economi when I am presid of the unit state of america there will never be ani cap-and-trad in the unit state","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"275","Rubio (VIDEO)","never support never have and never will support ani effort to grant blanket legal amnesti to folk who have enter or stay in thi countri illeg","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"278","Rubio (VIDEO)","first of all earn path to citizenship is basic code for amnesti It s what they call it and the realiti of it is thi it is unfair to the peopl that have legal enter thi countri to creat an altern for individu who enter illeg and knowingli did so","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"281","Rubio (VIDEO)","you cannot grant amnesti If the american peopl see us grant amnesti they will never again believ in legal immigr they will never again support it and that s wrong for our countri bad for our futur","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"284","Rubio","No becaus if you look at the quot and it s veri specif and it say blanket amnesti I do not support blanket amnesti","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"286","Rubio","I do not support amnesti","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"288","Rubio","No I said I do not support blanket amnesti","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"290","Rubio","It wa","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"292","Rubio","It absolut ha been and at the time in the context of that wa in 2009 and 2010 where the last effort for legal wa an effort done in the senat It wa an effort led by sever peopl that provid almost an instant path with veri littl obstacl move forward what I ve alway said is that thi issu doe need to be solv they ve been talk about thi issu for 30 year and noth ever happen and I m go to tell you exactli how we re go to deal with it when I am presid number one we re go to keep isi out of america If we don t know who you are or whi you re come you will not get into the unit state number two we re go to enforc our immigr law I am the son and grandson of immigr and I know that secur our border is not anti-immigr and we will do it We ll hire 20 000 new border agent instead of 20 000 new ir agent We will finish the 700 mile of fenc and wall our nation need We ll have mandatori e-verifi a mandatori entri exit track system and until all of that is in place and all of that is work and we can prove to the peopl of thi countri that illeg immigr is under control noth els is go to happen We are not go to round up and deport 12 million peopl but we re not go to hand out citizenship card either there will be a process We will see what the american peopl are will to support but it will not be unconstitut execut order like the one barack obama ha forc on us","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"294","Bush","well I m kind of confus becaus he wa the sponsor of the gang of eight bill that did requir a bunch of threshold but ultim allow for citizenship over an extend period of time I mean that s a fact and he ask me to support that and I -- I support him becaus I think peopl when you re elect you need to do thing and he led the charg to final fix thi immigr problem that ha exist now for as marco say for 30 year and then he cut and run becaus it wasn t popular amongst conserv I guess here s what I believ and I wrote a book about thi call immigr war you can get it at 2 99 on amazon It s not a bestsel I can promis you","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"296","Bush","there won t be ani -- you can get it It s afford for everybodi We should have a path to legal statu for the 12 million peopl that are here illeg It mean come out from the shadow pay a fine earn legal statu by work by pay tax learn english not commit crime and earn legal statu where you re not cut in front of the line for peopl that are patient wait outsid","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"298","Bush","I think that is the -- I think that s the conserv consensu pragmat approach to how to solv thi problem","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"299","Rubio","may I respond","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"301","Rubio","It s interest that jeb mention the book that s the book where you chang your posit on immigr becaus you use to support a path to citizenship","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"302","Bush","So did you","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"304","Rubio","well but you chang the -- in the book","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"305","Bush","yeah So did you marco","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"307","Rubio","you wrote a book where you chang your posit from a path of citizenship to a path of legal and the bottom line is thi we are not go to be abl to do anyth on thi issu until we first bring illeg immigr under control the american peopl have been told for 30 year they re go to enforc the border they re go to build a wall and it never get built and it never happen It is veri clear there will be no progress on thi issu in ani way shape or form until you prove to the peopl of thi countri that illeg immigr is under control and when I m presid we are go to bring it under control onc and for all after 30 year of talk about it","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"308","Bush","marco marco -- he brought up my name I have support a consensu approach to solv thi problem wherev it came up and in 2007 it almost pass when my brother wa presid of the unit state A bipartisan approach got close barack obama actual had the poison pill to stop it then and when you led the charg with the gang of eight I support it becaus you ask me to I think it s import for peopl in elect offic to tri to forg consensu to solv problem there s never go do be perfect bill","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"311","Bush","but when you didn t do that and you ask peopl to support you shouldn t cut and run","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"312","Rubio","but megyn","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"313","Bush","you should stick with it and that s exactli what happen He cut and run and that s a tragedi becaus now","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"315","Bush","it s harder and harder to actual solv thi problem","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"317","Rubio","there s not go to be consensu on thi issu until we enforc our immigr law that is abundantli clear you re not go to be abl to ram down the throat of the american peopl your approach the onli way we re are go to be abl to move forward after two migratori crise with minor after two unconstitut execut order the onli way forward on thi issu is to first bring illeg immigr under control and until that happen there s not go to be consensu on thi issu","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"322","Cruz (VIDEO)","I want thi bill to be vote down I don t want immigr reform to fail I want immigr reform to pass I believ if thi amend were to pass the chanc of thi bill pass into law would increas dramat I believ if the amend I introduc were adopt that the bill would pass and my effort in introduc them wa to find a solut that reflect common ground and that fix the problem If the propon of thi bill actual demonstr a commit not to polit not to campaign all the time but to actual fix thi problem to find a middl ground that would fix the problem and also allow for those 11 million peopl who are here illeg a legal statu with citizenship off the tabl","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"325","Cruz","you know the amend you re talk about is one sentenc -- it s 38 word anyon can go onlin at tedcruz org and read exactli what it said In those 38 word it said anyon here illeg is perman inelig for citizenship It didn t say a word about legal I introduc","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"327","Cruz","but -- but megyn the bill wa 1 000 page I introduc a seri of amend each design to fix problem in the bill the fact that each amend didn t fix everi problem didn t mean that I support the rest of the bill and I ll tell you who support my amend -- jeff session the strongest oppon of amnesti in the unit state congress and he did so becaus take citizenship off the tabl wa import and it reveal the hypocrisi of the propon of thi bill who were look for vote listen we can solv immigr We just heard an argument back and forth that we can t solv immigr I have a detail immigr plan that is on my websit tedcruz org It wa design with iowa s own congressman steve king and jeff session and","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"329","Cruz","we have the tool in feder law to do thi now We can build the fenc We can tripl the border patrol We can end sanctuari citi by cut off","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"331","Cruz","fund to them We can end welfar for those here illeg and what is miss is the polit will becaus too mani democrat and sadli too mani republican don t want to solv thi problem If I am elect presid","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"333","Cruz","we will secur the border","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"335","Cruz","and we will end the illeg immigr","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
"339","Paul","I wa there and I saw the debat I saw ted cruz say we ll take citizenship off the tabl and then the bill will pass and I m for the bill the bill would involv legal He can t have it both way but what is particularli insult though is that he is the king of say you re for amnesti everybodi s for amnesti except for ted cruz but it s a fals and that s an authent problem -- that everybodi he know is not as perfect as him becaus we re all for amnesti I wa for legal I think frankli if you have border secur you can have legal So wa ted but now he say it wasn t so that s not true","1/28/16","Republican","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=111412"
